[FieldNames]
TextKey	Text
SHOP_RECOMMEND_ID_35_MAIN	긴급 정비 지원
SHOP_RECOMMEND_ID_35_SUB	다가올 전투를 위한 대비!\n군함과 전쟁 연구 특가 패키지!
PACKAGE_KIND_190881_NAME	건설 정비 지원 패키지
PACKAGE_KIND_190882_NAME	군함 연구 정비 패키지
PACKAGE_KIND_190882_DESC	기술 훈장과\n고급 군함 설계도를 한 번에!\n구매포인트[2]
PACKAGE_KIND_190883_NAME	군함 생산 정비 패키지
PACKAGE_KIND_190883_DESC	대량의 군함 설계도와\n주요 자원인 철을 한 번에!\n구매포인트[2]
PACKAGE_KIND_190884_NAME	전쟁 연구 정비 패키지
PACKAGE_KIND_190884_DESC	대량의 기술 훈장과\n주요 자원인 은을 한 번에!\n구매포인트[2]
GLOBAL_MESSAGE_REINFORCE_GREAT_SECCESS	[FFFFFFFF]{0}서버 {1} 제독님이 +{2} {3} [-][26b7ff]강화를 대성공[-][FFFFFFFF] 하였습니다.[-]
GLOBAL_MESSAGE_REINFORCE_SECCESS	[FFFFFFFF]{0}서버 {1} 제독님이 +{2} {3} [-][26b7ff]강화에 성공[-][FFFFFFFF] 하였습니다.[-]
SEASONPASS_CHALLENGERQUEST_CONTENTS_34	[ffd24c]월드 보스 미사일 방어[-]
SEASONPASS_CHALLENGERQUEST_SUBCONTENTS_34	월드보스 미사일 방어 성공 {0} / {1}
PACKAGE_PERIOD_TITLE_43	전투기 특별 보급 II
PACKAGE_PERIOD_SUBTEXT_43	매일 접속해서 레전더리 전투기\n보급상자, 지침서, 스킬 코어를\n획득하세요
PACKAGE_KIND_160192_NAME	전투기 특별 보급 II
PACKAGE_KIND_160192_DESC	전투기 특별 보급 II
PACKAGE_KIND_190900_NAME	코만도 기간 한정 패키지
PACKAGE_KIND_190900_DESC	신규 [FFA300]레전더리[-] 악세서리와\n장비 파괴 보호권 획득!
PACKAGE_KIND_190901_NAME	코만도 기간 한정 패키지 I
PACKAGE_KIND_190901_BONUS	[FFA300]레전더리[-] 장비 재료상자 1개와 파괴방지권 2개 획득!
PACKAGE_KIND_190902_NAME	코만도 기간 한정 패키지 II
PACKAGE_KIND_190902_BONUS	[FFA300]레전더리[-] 장비 재료상자 2개와 파괴방지권 10개 획득!
PACKAGE_KIND_91143_NAME	코만도의 CCUBA 재료 상자
EQUIPMENT_KIND_1107_NAME	코만도의 CCUBA
ITEM_KIND_680128_NAME	[FFA300]코만도의 CCUBA[-]
ITEM_KIND_10960_NAME	코만도 잠수 휘장 
ITEM_KIND_10961_NAME	코만도 잠수 휘장 도면
ITEM_KIND_10962_NAME	[악세서리] 코만도의 보급상자
PACKAGE_KIND_190903_NAME	[악세서리] 코만도의 보급상자 패키지 I
PACKAGE_KIND_190904_NAME	[악세서리] 코만도의 보급상자 패키지 II
PACKAGE_KIND_190905_NAME	[악세서리] 코만도의 보급상자 패키지 III
PACKAGE_KIND_190906_NAME	고급 강화 촉매제
ITEM_KIND_210020_DESC	배틀패스 시즌 9 보상으로 획득 가능
ITEM_KIND_210020_NAME	과학 연구소
ITEM_KIND_211020_DESC	배틀패스 시즌 9 보상으로 획득 가능
ITEM_KIND_211020_NAME	과학 연구소
ITEM_KIND_212020_DESC	배틀패스 시즌 9 보상으로 획득 가능
ITEM_KIND_212020_NAME	과학 연구소
SKIN_20_DESC	배틀패스 시즌 9 보상으로 획득 가능
SKIN_20_NAME	과학 연구소
UI_BATTLE_PASS_SEASON_9_1	기지 스킨\n[8284ff]과학 연구소[-]
UI_BATTLE_PASS_SEASON_9_2	초상화 스킨\n[8284ff]과학 연구소[-]
UI_BATTLE_PASS_SEASON_9_3	이름표 스킨\n[8284ff]과학 연구소[-]
EVENT_MAIL_APRIL_POOL_TITLE	올리비아의 비밀 메시지
EVENT_MAIL_APRIL_POOL_DESC	충성! 올리비아, 복귀(?) 했습니다!\n깜빡 속으셨나요?\n장난이 지나쳤다면 죄송합니다. 제독님.\n\n감쪽같이 속인 것 같아서 기쁠 따름입니다.
PACKAGE_KIND_10964_NAME	온기가 느껴지는 잡동사니 상자
SHOP_RECOMMEND_ID_36_MAIN	특급 강화 지원 패키지
PACKAGE_KIND_190911_DESC	최신 레전더리 전투기 설계도와\n분해조립 지침서!\n구매포인트[1]
PACKAGE_KIND_190912_NAME	전투기 스킬 강화 패키지
PACKAGE_KIND_190913_NAME	항모 강화 패키지
PACKAGE_KIND_190907_NAME	전력 강화 패키지
PACKAGE_KIND_190908_NAME	전투기 특급 강화 패키지 I
PACKAGE_KIND_190908_BONUS	Fulcrum 35 설계도 획득!
PACKAGE_KIND_190909_NAME	전투기 특급 강화 패키지 II
PACKAGE_KIND_190910_NAME	군함 특급 강화 패키지
PACKAGE_KIND_190910_BONUS	대량의 군함 경험치(모든군함) 획득!
PACKAGE_PERIOD_TITLE_44	자원 특별 보급 I
PACKAGE_KIND_160193_NAME	자원 특별 보급 I
PACKAGE_KIND_160193_DESC	자원 특별 보급 I
PACKAGE_PERIOD_TITLE_45	자원 특별 보급 II
PACKAGE_KIND_160194_NAME	자원 특별 보급 II
PACKAGE_KIND_160194_DESC	자원 특별 보급 II
PACKAGE_KIND_10965_NAME	자원 선택 상자[100]
PACKAGE_KIND_10965_DESC	자원 1종을 선택하여 100개 획득 합니다.\n[식량 12K], [철 12K], [석유 2K], [은 500]
INGAME_NOTICE_NAVER	공식커뮤니티
INGAME_NOTICE_NAVERCAFE	공식커뮤니티
UI_INFO_MAINTENANCE_IN_PROGRESS	현재 원활한 게임 이용을 위해 서비스 점검을 진행하고 있습니다. 점검 동안에는 접속이 불가능한 점 양해 부탁 드리며 자세한 내용은 공식 커뮤니티에서 확인해 주세요.\n이용에 불편을 드려 죄송합니다.
UI_OPTION_COMMUNITY	공식 커뮤니티
QUEST_EPIC_CHAPTER_15_2	발키리를 공격하세요.(일반 공격만 적용됩니다.)
FIELD_WORLD_BOSS_APPEARENCE	등장
UI_MAIL_MAILSHOP_S_MASTERPLUS1_PAY	마스터 플러스 패키지 I_3 2개 총 자원 182M 획득! 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS1_TITLE	[FFE400][핫딜][-]마스터 플러스 패키지 I_3
UI_MAIL_MAILSHOP_S_MASTERPLUS2_PAY	마스터 플러스 패키지 II_3 2개 총 자원 288M 획득! 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS2_TITLE	[FFE400][핫딜][-]마스터 플러스 패키지 II_3
UI_MAIL_MAILSHOP_S_MASTERPLUS3_PAY	마스터 플러스 패키지 III_3 2개 총 자원 350M 획득! 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS3_TITLE	[FFE400][핫딜][-]마스터 플러스 패키지 III_3
UI_MAIL_MAILSHOP_S_MASTERPLUS4_PAY	마스터 플러스 패키지 IV_3 2개 총 자원 450M 획득! 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS4_TITLE	[FFE400][핫딜][-]마스터 플러스 패키지 IV_3
UI_MAIL_MAILSHOP_S_MASTERPLUS5_PAY	마스터 플러스 패키지 V_3 2개 총 자원 650M 획득! 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS5_TITLE	[FFE400][핫딜][-]마스터 플러스 패키지 V_3
UI_MAIL_MAILSHOP_S_MASTERPLUS6_PAY	마스터 플러스 패키지 I_3 2개 총 자원 182M 획득! 50% 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS6_TITLE	[FFE400][초특가][-]마스터 플러스 패키지 I_3
UI_MAIL_MAILSHOP_S_MASTERPLUS7_PAY	마스터 플러스 패키지 II_3 2개 총 자원 288M 획득! 50% 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS7_TITLE	[FFE400][초특가][-]마스터 플러스 패키지 II_3
UI_MAIL_MAILSHOP_S_MASTERPLUS8_PAY	마스터 플러스 패키지 III_3 2개 총 자원 350M 획득! 50% 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS8_TITLE	[FFE400][초특가][-]마스터 플러스 패키지 III_3
UI_MAIL_MAILSHOP_S_MASTERPLUS9_PAY	마스터 플러스 패키지 IV_3 2개 총 자원 450M 획득! 50% 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS9_TITLE	[FFE400][초특가][-]마스터 플러스 패키지 IV_3
UI_MAIL_MAILSHOP_S_MASTERPLUS10_PAY	마스터 플러스 패키지 V_3 2개 총 자원 650M 획득! 50% 할인된 가격으로 얻을 수 있는 특가 상품!
UI_MAIL_MAILSHOP_S_MASTERPLUS10_TITLE	[FFE400][초특가][-]마스터 플러스 패키지 V_3
ITEM_KIND_10966_NAME	군함 경험치(모든군함) 랜덤 상자
ITEM_KIND_10966_DESC	사용 시, 최대 군함 경험치(모든군함)을 1000개를\n획득할 수 있습니다.\n[확률정보]\n5개 : 89.2%\n20개 : 6.7%\n40개 : 3%\n200개 : 1%\n1000개 : 0.1%
PACKAGE_KIND_190925_NAME	[핫딜]군함 경험치 패키지
PACKAGE_KIND_190926_NAME	[슈퍼딜] 군함 경험치 패키지
PACKAGE_KIND_190927_NAME	[메가딜] 군함 경험치 패키지
UI_MAIL_MAILSHOP_GUNSHIPEXP_01_PAY	군함 경험치(모든군함 ) 최대 1000개까지 얻을 수 있는 랜덤 박스 획득!!
UI_MAIL_MAILSHOP_GUNSHIPEXP_01_TITLE	[FF0000][핫딜][-] 군함 경험치 패키지
UI_MAIL_MAILSHOP_GUNSHIPEXP_02_PAY	군함 경험치(모든군함) 50개와 군함 경험치(모든군함 ) 최대 1000개까지 얻을 수 있는 랜덤 박스 50개 획득!!
UI_MAIL_MAILSHOP_GUNSHIPEXP_02_TITLE	[FF0000][슈퍼딜][-] 군함 경험치 패키지
UI_MAIL_MAILSHOP_GUNSHIPEXP_03_PAY	군함 경험치(모든군함) 100개와  군함 경험치(모든군함 ) 최대 1000개까지 얻을 수 있는 랜덤 박스 110개 획득!!
UI_MAIL_MAILSHOP_GUNSHIPEXP_03_TITLE	[FF0000][메가딜][-] 군함 경험치 패키지
PACKAGE_PERIOD_TITLE_46	군함 성장 특급 패스
PACKAGE_PERIOD_SUBTEXT_46	접속해서 군함 성장에 필요한\n군함 경험치(모든 군함)\n총 1000개를 획득하세요!
PACKAGE_KIND_160195_NAME	군함 성장 특급 패스
PACKAGE_KIND_160195_DESC	군함 성장 특급 패스
INGAME_NOTICE_YOUTUBE	YouTube
PACKAGE_KIND_190915_NAME	[핫딜]마스터 플러스 패키지 I_3
PACKAGE_KIND_190916_NAME	[핫딜]마스터 플러스 패키지 II_3
PACKAGE_KIND_190917_NAME	[핫딜]마스터 플러스 패키지 III_3
PACKAGE_KIND_190918_NAME	[핫딜]마스터 플러스 패키지 IV_3
PACKAGE_KIND_190919_NAME	[핫딜]마스터 플러스 패키지 V_3
PACKAGE_KIND_190920_NAME	[초특가]마스터 플러스 패키지 I_3
PACKAGE_KIND_190921_NAME	[초특가]마스터 플러스 패키지 II_3
PACKAGE_KIND_190922_NAME	[초특가]마스터 플러스 패키지 III_3
PACKAGE_KIND_190923_NAME	[초특가]마스터 플러스 패키지 IV_3
PACKAGE_KIND_190924_NAME	[초특가]마스터 플러스 패키지 V_3
ITEM_KIND_10967_NAME	Shadow Eagle 보급상자
PACKAGE_KIND_190932_NAME	Shadow Eagle 보급상자 패키지 I
PACKAGE_KIND_190933_NAME	Shadow Eagle 보급상자 패키지 II
PACKAGE_KIND_190934_NAME	Shadow Eagle 보급상자 패키지 III
AIRCRAFT_T41_ADVE_NAME	Shadow Eagle
AIRCRAFT_T41_ADVE_CODE	Shadow Eagle
ITEM_KIND_60041_NAME	Shadow Eagle 설계도
ITEM_KIND_60041_DESC	전투기 편대의 생산 및 업그레이드에 활용할 수 있는 아이템입니다.
PACKAGE_KIND_190928_NAME	Shadow Eagle 출격 패키지
PACKAGE_KIND_190928_DESC	신규 레전더리 전투기\n출시 기념 특가 패키지!
PACKAGE_KIND_190929_NAME	Shadow Eagle 출격 패키지 I
PACKAGE_KIND_190929_BONUS	신규 전투기 즉시 획득!
PACKAGE_KIND_190930_NAME	Shadow Eagle 출격 패키지 II
PACKAGE_KIND_190930_BONUS	설계도 +보급상자 까지!
PACKAGE_KIND_190931_NAME	Shadow Eagle 출격 패키지 III
PACKAGE_KIND_190931_BONUS	설계도 +대량의 보급상자!
PACKAGE_KIND_190937_NAME	사병의 Shadow Eagle 패키지
PACKAGE_KIND_190937_BONUS	인식표 4개를 모아 버프를 획득하세요!
UI_PROBABILITY_POPUP_PACKAGE_57	[Shadow Eagle 보급상자]\nShadow Eagle 설계도 445장 : 0.01%\n골드 10K : 0.05%\nShadow Eagle 설계도 100장 : 0.05%\nShadow Eagle 설계도 50장 : 0.12%\nShadow Eagle 설계도 10장 : 0.66%\nShadow Eagle 설계도 5장 : 1.43%\nRF-M 설계도 5장 : 1.82%\nDesert F-16FF 설계도 5장 : 1.82%\nEF2000 설계도 5장 : 1.82%\nF-15EA 설계도 3장 : 5.50%\nF-14ST 설계도 3장 : 5.50%\nFlanker 33 설계도 3장 : 5.50%\nSuper F-18H 설계도 3장 : 5.50%\nF-16FF 설계도 3장 : 5.50%\nShadow Eagle 설계도 1장 : 7.27%\n분해 조립 지침서 2장 : 8.60%\n골드 100 : 15.00%\n전투기 생산 가속 5분 25개  : 16.90%\n전투기 수리 가속 5분 25개 : 16.95%
PACKAGE_KIND_190935_NAME	제독님을 위한 비밀 우편
PACKAGE_KIND_190936_NAME	위대한 제독님을 위한 특별한 소식
SEASONPASS_CHALLEGER_TIME_LIMIT_01	Lv.{2} 특수전단을 제한시간 안에 처치하세요. {0}:{1:00}
SEASONPASS_CHALLEGER_TIME_LIMIT_02	Lv.{2} 특수전단을 제한시간 안에 처치하세요. {0}:{1:00}
SEASONPASS_CHALLEGER_TIME_LIMIT_03	Lv.{2} 특수전단을 제한시간 안에 처치하세요. {0}:{1:00}
SEASONPASS_CHALLEGER_TIME_LIMIT_04	Lv.{2} 특수전단을 제한시간 안에 처치하세요. {0}:{1:00}
SEASONPASS_CHALLEGER_TIME_LIMIT_04_1	Lv.{2} 특수전단을 제한시간 안에 처치하세요. {0}:{1:00}
CIVILWAR_MAIL_NOTICE_BUFF_OFF_CONTENT	{0} 통치 버프가 비활성화 되었습니다.
CIVILWAR_MAIL_NOTICE_BUFF_ON_CONTENT	{0} 통치 버프가 활성화 되었습니다.
SHOP_RECOMMEND_ID_37_MAIN	항공, 해상\n전력 강화 작전!
PACKAGE_KIND_190941_NAME	군함 전력 강화 패키지
PACKAGE_KIND_190941_DESC	대량의 군함 경험치(모든군함)와 1급 군함 설계도 획득!\n구매포인트[2]
PACKAGE_KIND_190942_NAME	첩보원의 편지
PACKAGE_KIND_190943_NAME	1급 보안 우편
UI_MAIL_MAILSHOP_ROASPACK_03_TITLE	[FFD116FF]첩보원의 편지[-]
UI_MAIL_MAILSHOP_ROASPACK_04_TITLE	[FFD116FF]1급 보안 우편[-]
UI_MAIL_MAILSHOP_190944_PAY	쌓아둔 전리품 상자를 해결하고,\n[FFD116FF]골드 10K[-]에 도전하세요!
PACKAGE_PERIOD_TITLE_47	봄 맞이 전투기 특별 보급
PACKAGE_PERIOD_SUBTEXT_47	매일 접속해서 레전더리 전투기\n설계도와 분해 조립 지침서를\n얻으세요.
PACKAGE_KIND_160196_NAME	봄 맞이 전투기 특별 보급
PACKAGE_KIND_190946_NAME	전력 충전 패키지
PACKAGE_KIND_190947_NAME	전투기 충전 패키지 I
PACKAGE_KIND_190947_BONUS	설계도 확정 지급!
PACKAGE_KIND_190948_NAME	전투기 충전 패키지 II
PACKAGE_KIND_190948_BONUS	설계도 확정 지급! +지침서 까지!
PACKAGE_KIND_190949_NAME	군함 충전 패키지
PACKAGE_KIND_190949_BONUS	군함 성장에 필수!
PACKAGE_KIND_190950_NAME	제독의 전력 충전 패키지
PACKAGE_KIND_190950_BONUS	인식표 4개를 모아 버프 획득!
EVENT_ACCUMULATED_TIME_TITLE_06	가정의 달 누적 접속 시간 이벤트 
ITEM_KIND_71008_NAME	카네이션
EVENT_EXCHANG_FamilyMonth_TITLE	가정의 달 교환 이벤트
EVENT_EXCHANG_FamilyMonth_DESC	다양한 아이템과 교환할 수 있는 이벤트!\n이벤트 기간 내에 사용하지 않으면 이벤트 아이템은 자동 삭제됩니다.
PACKAGE_PERIOD_TITLE_48	항공모함 보급 패스
PACKAGE_PERIOD_SUBTEXT_48	매일 접속해서 니미츠, 엘리자베스\n보급상자 총 330개를 획득하세요!
PACKAGE_KIND_160197_NAME	항공모함 보급 패스
PACKAGE_KIND_160197_DESC	항공모함 보급 패스
PACKAGE_KIND_190960_NAME	[특가]군함 경험치 패키지
PACKAGE_KIND_190961_NAME	[초특가]군함 경험치 패키지
UI_MAIL_MAILSHOP_GUNSHIPEXP_05_PAY	군함 레벨업 특가상품!\n군함 성장에 필요한\n군함 경험치(모든군함) [FF0000]1600개[-] 획득!
UI_MAIL_MAILSHOP_GUNSHIPEXP_05_TITLE	[FF0000][특가][-] 군함 경험치 패키지
UI_MAIL_MAILSHOP_GUNSHIPEXP_06_PAY	군함 레벨업 초특가 상품!\n군함 성장에 필요한\n군함 경험치(모든군함) [FF0000]2500개[-] 획득!
UI_MAIL_MAILSHOP_GUNSHIPEXP_06_TITLE	[FF0000][초특가][-] 군함 경험치 패키지
PACKAGE_KIND_190955_NAME	장교의 특별 지원 패키지
PACKAGE_KIND_190955_DESC	해군 장교의 전폭적인\n병력지원 패키지 4종!\n인식표와, 레전더리 설계도 획득!
PACKAGE_KIND_190955_DESC_2	각종 유닛 설계도를 획득 할 수 있는\n패키지 4종! 해군 장교의 인식표 4개를\n모아 [모든 군함 장갑/내구도 30%증가:\n45일] 버프 획득!
PACKAGE_KIND_190956_NAME	전투기 지원 패키지 I
PACKAGE_KIND_190957_NAME	전투기 지원 패키지 II
PACKAGE_KIND_190958_NAME	항공모함 지원 패키지
PACKAGE_KIND_190959_NAME	해군 장교의 지원 패키지
PACKAGE_KIND_190959_BONUS	인식표와 보급상자!
SHOP_RECOMMEND_ID_38_MAIN	항공모함 & 건설 &연구\n스페셜 지원 패키지
SHOP_RECOMMEND_ID_38_SUB	항공모함 성장과 건설 및 연구를 \n지원하기 위한!\n스페셜 지원 특가 패키지!
PACKAGE_KIND_190951_NAME	연구 항공모함 지원 패키지
PACKAGE_KIND_190952_NAME	건설 연구 지원 패키지
PACKAGE_KIND_190952_DESC	자원 총 400M과 기술 훈장 1500개\n건설과 연구를 위한 종합 패키지\n구매포인트[5]
PACKAGE_KIND_190953_NAME	연구 항공모함 건설 지원 패키지
PACKAGE_KIND_190953_DESC	기술 훈장 1500개와 자원 총 200M\n추가로 니미츠 보급상자 110개!\n구매포인트[5]
PACKAGE_KIND_190954_NAME	스페셜 연구 지원 패키지
PACKAGE_KIND_190954_DESC	기술 훈장 2000개와 기술훈장 보급상자! 자원, 연구&건설 가속 지원!\n구매포인트[5]
PACKAGE_KIND_190962_NAME	연구 지원 패키지
PACKAGE_KIND_190962_DESC	기술 훈장300개와 \n군함경험치(모든군함)!!\n구매포인트[1]
PACKAGE_KIND_190964_NAME	[가정의 달] 특별한 카네이션 선물
UI_MAIL_MAILSHOP_190964_TITLE	[F78181][가정의 달] 특별한 카네이션 선물[-]
UI_MAIL_MAILSHOP_190964_REWARD	가정의 달을 맞이 하여\n특별한 상품을 준비했습니다.\n\n선물을 받고 상품을 확인하세요
UI_MAIL_MAILSHOP_190964_PAY	특수 해금 장치, [F78181]카네이션[-] 지급!\n추가로 골드 랜덤 박스 까지!\n\n[FFD116FF]골드 10K[-]에 도전 해보세요!
PACKAGE_KIND_190965_NAME	[가정의 달] 풍성한 특별 선물
UI_MAIL_MAILSHOP_190965_TITLE	[F78181][가정의 달] 풍성한 특별 선물[-]
UI_MAIL_MAILSHOP_190965_REWARD	가정의 달을 맞이 하여\n특별한 상품을 준비했습니다.\n\n선물을 받고 상품을 확인하세요
PACKAGE_KIND_160198_NAME	젬 + 행동력 보급
PACKAGE_KIND_160199_NAME	젬 + 군함 경험치 보급
PACKAGE_KIND_10973_NAME	기술 훈장 보급상자
PACKAGE_KIND_10973_DESC	기술 훈장을 최대 10,000개 까지획득 할 수 있습니다.\n[확률 정보]\n1개:85.889%, 3개:10%, 5개:3%, 10개:1%, 100개:0.1%, 1000개:0.01%, 10000개:0.001%
PACKAGE_KIND_190968_NAME	탑 건 패키지
PACKAGE_KIND_190968_DESC	최강 항모 니미츠와 인기 높은\nF-14 TIGER 보급상자를 한번에!
PACKAGE_KIND_190968_DESC_2	최강 항모 니미츠와 인기 높은\nF-14 TIGER 보급상자를 획득할 수 있는\n패키지 2종\n\n# 매주 월요일 09:00(KST)에\n구매 가능 횟수가 초기화 됩니다. 
PACKAGE_KIND_190969_NAME	탑 건 패키지 I
PACKAGE_KIND_190969_DESC	니미츠와 F-14 TIGER 보급상자!
PACKAGE_KIND_190970_NAME	탑 건 패키지 II
PACKAGE_KIND_190970_DESC	대량의 보급상자에 군함 경험치까지!
PACKAGE_KIND_190971_NAME	제독 장비 패키지
PACKAGE_KIND_190971_DESC	유니크 무기 보급상자와 코만도\n악세서리 보급상자를 한 번에!
PACKAGE_KIND_190971_DESC_2	유니크 무기 획득이 가능한 보급상자와\n인기 높은 코만도 악세서리 보급상자를\n함께 얻을 수 있는 실속 패키지!\n\n# 매주 월요일 09:00(KST)에\n구매 가능 횟수가 초기화 됩니다. 
PACKAGE_KIND_190972_NAME	제독 장비 패키지 I
PACKAGE_KIND_190972_DESC	[무기] 유니크 보급상자 II와 [악세서리] 코만도의 보급상자!
PACKAGE_KIND_190973_NAME	제독 장비 패키지 II
PACKAGE_KIND_190973_DESC	대량의 보급상자에 군함 경험치까지!
PACKAGE_KIND_190963_NAME	조력자의 편지
PACKAGE_KIND_190966_NAME	특급 보안 우편
UI_MAIL_MAILSHOP_ROASPACK_05_PAY	[ff2626]2000%[-] 꽉 채운 특가 상품!\n우편이 삭제되면 더 이상\n구매 할 수 없습니다.
UI_MAIL_MAILSHOP_ROASPACK_05_REWARD	어디에서도 찾아 볼 수 없는 특별한 기회!\n[ff2626]엄청난 효율의 가속과 자원패키지![-]\n선물을 받고, 특별 패키지를 확인 하세요!
UI_MAIL_MAILSHOP_ROASPACK_05_TITLE	[FFD116FF]조력자의 편지[-]
UI_MAIL_MAILSHOP_ROASPACK_06_PAY	[ff2626]2500%[-] 꽉 채운 초특가 상품!\n우편이 삭제되면 더 이상\n구매 할 수 없습니다.
UI_MAIL_MAILSHOP_ROASPACK_06_REWARD	어디에서도 찾아 볼 수 없는 특별한 기회!\n[ff2626]엄청난 효율의 전투기 패키지![-]\n선물을 받고, 특별 패키지를 확인 하세요!
UI_MAIL_MAILSHOP_ROASPACK_06_TITLE	[FFD116FF]특급 보안 우편[-]
PACKAGE_KIND_190969_BONUS	니미츠와 F-14 TIGER 보급상자!
PACKAGE_KIND_190972_BONUS	[무기] 유니크 보급상자 II와 [악세서리] 코만도의 보급상자!
UI_PACKAGESHOP_CATEGORY_19	주간한정
PACKAGE_KIND_190974_NAME	[일간] 니미츠 설계도
PACKAGE_KIND_190975_NAME	[일간] 엘리자베스 설계도
PACKAGE_KIND_190976_NAME	[일간] 쿠즈네초프 설계도
PACKAGE_KIND_190977_NAME	[일간] 엔터프라이즈 설계도
PACKAGE_KIND_190978_NAME	[일간] 샤를드골 설계도
PACKAGE_KIND_190974_DESC	니미츠 설계도를 획득 할 수 있는 실속형 패키지!
PACKAGE_KIND_190975_DESC	엘리자베스 설계도를 획득 할 수 있는 실속형 패키지!
PACKAGE_KIND_190976_DESC	쿠즈네초프 설계도를 획득 할 수 있는 실속형 패키지!
PACKAGE_KIND_190977_DESC	엔터프라이즈 설계도를 획득 할 수 있는 실속형 패키지!
PACKAGE_KIND_190978_DESC	샤를드골 설계도를\n획득 할 수 있는 실속형 패키지!
BUFF_MODULE_RALLY_JOIN_SPEED_LORD	내 항모의 집결 참여자 항해 속도 증가
PACKAGE_KIND_190906_DESC	마일리지 포인트로 고급 강화\n촉매제 획득!\n[ffff00ff]2021. 8. 4 정기점검 전까지[-]
POPUP_ComandoShoes_MAIN_SUBTEXT_01	[92C3FBC8][군함 항해 속도 증가][-]와 [92C3FBC8][내 항모의 지원/집결 참여자 항해 속도 증가][-]\n[adb8cc]*'상점' > '보급상자'에서 보급상자 확률정보를 확인할 수 있습니다.[-]
UI_MAIL_MAILSHOP_190996_REWARD	높은 강화레벨을 위한 초특가 패키지가\n도착했습니다.\n엄청난 효율의 패키지를 선물을 받고 확인해보세요.
UI_MAIL_MAILSHOP_190996_TITLE	[FFD116FF][초특가][-]장비 파괴 보호권 패키지
UI_SHOP_PREFIX_MaxValue	최고 가성비
BUFF_CARRIER_REIGNFORCE_JOIN_SPEED	내 항모의 지원 참여자 항해 속도 증가
BUFF_MODULE_ENEMY_CARRIER_MOVE_DISTURB_LORD	항모 공격 시 이동 불가 발생 확률(공습 제외)
PACKAGE_PERIOD_TITLE_51	메모리얼 데이 기념 패스
PACKAGE_PERIOD_SUBTEXT_51	접속해서 다양한 레전더리 전투기\n보급상자 총 370개를 획득하세요!
PACKAGE_KIND_160201_NAME	메모리얼 데이 기념 패스
PACKAGE_KIND_160201_DESC	메모리얼 데이 기념 패스
SHOP_RECOMMEND_ID_39_MAIN	해상 전력 강화 대작전!
SHOP_RECOMMEND_ID_39_SUB	항공모함과 군함을 강화하라!\n해상 병력 강화 특가 패키지!
PACKAGE_KIND_190997_NAME	해상 강화 패키지
PACKAGE_KIND_190997_DESC	군함경험치(모든군함) 300개!\n추가로 레전더리 항공모함 보급상자!\n구매포인트[1]
PACKAGE_KIND_190998_NAME	군함 스페셜 강화 패키지 I
PACKAGE_KIND_190998_DESC	군함경험치(모든군함) 500개!\n1급 군함 설계도 300장 특가\n구매포인트[2]
PACKAGE_KIND_190999_NAME	항공모함 스페셜 강화 패키지
PACKAGE_KIND_190999_DESC	니미츠 플러스 보급상자 220개!\n파격적인 항공모함 특가!!\n구매포인트[5]
PACKAGE_KIND_191000_NAME	군함 스페셜 강화 패키지 II
PACKAGE_KIND_191000_DESC	군함경험치(모든군함) 500개!\n1급 군함 설계도 1200장 초특가\n구매포인트[5]
EQUIPMENT_KIND_3003_NAME	코만도의 FF 마스크
ITEM_KIND_680137_NAME	[FFA300]코만도의 FF 마스크[-]
ITEM_KIND_10979_NAME	코만도 계급장
ITEM_KIND_10979_DESC	[FFA300]레전더리[-] 모자 장비, [FFA300][코만도의 FF 마스크][-]의\n핵심 재료
ITEM_KIND_10980_NAME	코만도 계급장 도면
ITEM_KIND_10980_DESC	[FFA300][코만도의 FF 마스크][-]핵심 재료인 [코만도 계급장]을\n만들기 위한 도면
PACKAGE_KIND_191001_NAME	[모자] 코만도의 보급상자 패키지 I
PACKAGE_KIND_191002_NAME	[모자] 코만도의 보급상자 패키지 II
PACKAGE_KIND_191003_NAME	[모자] 코만도의 보급상자 패키지 III
ITEM_KIND_10982_NAME	[모자] 코만도의 보급상자
ITEM_KIND_10982_DESC	코만도 계급장을 획득 하여\n[FFA300]레전더리[-] 장비를 획득 하세요!
PACKAGE_KIND_191001_DESC	코만도 계급장을 획득 하여\n[FFA300]레전더리[-] 장비를 획득 하세요!
PACKAGE_KIND_191004_NAME	코만도의 FF 마스크 출시 기념!
PACKAGE_KIND_191004_DESC	신규 장비 확정 지급!\n강화 / 개조 재료까지\n완벽 지원!
